mergeid,time,co002e,co003e,country,educ_year,ep005_,ep106_1,gender,hhsize,int_year,partnerinhh,yrbirth
SE-805164-01,2006,540.5346889864593,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1944.0
SE-809759-01,2004,438.38979413896305,109.59744853474076,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1944
SE-809759-01,2006,432.42775118916745,16.21604066959378,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1944.0
SE-809759-01,2011,442.9776757123038,11.074441892807595,Sweden,,Retired,,Female,2,2011.0,Yes,1944.0
SE-809759-01,2013,577.9344790506358,11.558689581012715,Sweden,,Retired,,Female,2,2013,Yes,1944.0
SE-809759-01,2015,534.5592651367188,16.03677749633789,Sweden,,Retired,,Female,2,2015,Yes,1944.0
SE-809759-01,2017,467.0423583984375,31.136157989501953,Sweden,,Retired,,Female,2,2017,Yes,1944.0
SE-810355-01,2004,328.7923456042223,32.879234560422226,Sweden,Other,Employed or self-employed (including working for family business),60.0,Female,2,2004,No,1950
SE-811634-01,2004,328.7923456042223,43.838979413896304,Sweden,7.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1950
SE-811634-01,2006,378.37428229052153,54.05346889864593,Sweden,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1950.0
SE-811634-01,2011,442.9776757123038,110.74441892807594,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1950.0
SE-811634-01,2013,520.1410311455721,115.58689581012715,Sweden,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1950.0
SE-811634-01,2015,320.73553466796875,320.73553466796875,Sweden,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1950.0
SE-811634-01,2017,373.6338806152344,41.51487731933594,Sweden,,Retired,,Female,2,2017,Yes,1950.0
SE-811948-01,2004,328.7923456042223,109.59744853474076,Sweden,11.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1943
SE-811948-01,2006,378.37428229052153,108.10693779729186,Sweden,,Retired,,Female,2,2006.0,Yes,1943.0
SE-811948-01,2011,442.9776757123038,0.0,Sweden,,Retired,,Female,2,2011.0,Yes,1943.0
SE-811948-01,2013,462.3475832405086,231.1737916202543,Sweden,,Retired,,Female,2,2013,Yes,1943.0
SE-811948-01,2015,320.73553466796875,53.45592498779297,Sweden,,Retired,,Female,2,2015,Yes,1943.0
SE-811948-01,2017,467.0423583984375,20.75743865966797,Sweden,,Retired,,Female,2,2017,Yes,1943.0
SE-812058-01,2004,328.7923456042223,219.19489706948153,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1947
SE-812058-01,2013,346.76068743038144,57.79344790506357,Sweden,,Retired,,Female,2,2013,Yes,1947.0
SE-812058-01,2015,320.73553466796875,32.07355499267578,Sweden,,Retired,,Female,2,2015,Yes,1947.0
SE-812058-01,2017,311.361572265625,103.78719329833984,Sweden,,Retired,,Female,2,2017,Yes,1947.0
SE-812507-01,2004,547.9872426737038,328.7923456042223,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1950
SE-812507-01,2015,641.4710693359375,64.14710998535156,Sweden,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1950.0
SE-812507-01,2017,,,Sweden,,Retired,,Female,2,2017,Yes,1950.0
SE-814676-01,2004,328.7923456042223,109.59744853474076,Sweden,12.0,Employed or self-employed (including working for family business),66.0,Female,2,2004,Yes,1939
SE-814676-01,2015,481.1033020019531,160.36776733398438,Sweden,,Retired,,Female,2,2015,Yes,1939.0
SE-814676-01,2017,570.8295288085938,155.6807861328125,Sweden,,Retired,,Female,2,2017,Yes,1939.0
SE-820493-01,2004,602.7859669410742,197.27540736253337,Sweden,15.0,Employed or self-employed (including working for family business),62.0,Female,4,2004,Yes,1953
SE-820493-01,2006,,,Sweden,,Employed or self-employed (including working for family business),,Female,4,2007.0,Yes,1953.0
SE-820493-01,2011,,,Sweden,,Employed or self-employed (including working for family business),,Female,3,2011.0,Yes,1953.0
SE-820493-01,2013,577.9344790506358,173.38034371519072,Sweden,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1953.0
SE-820493-01,2015,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1953.0
SE-820493-01,2017,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2017,Yes,1953.0
SE-824357-01,2004,273.9936213368519,164.39617280211115,Sweden,7.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1951
SE-824357-01,2006,324.32081339187556,108.10693779729186,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1951.0
SE-824357-01,2011,442.9776757123038,221.4888378561519,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1951.0
SE-824357-01,2013,462.3475832405086,115.58689581012715,Sweden,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1951.0
SE-824357-01,2015,320.73553466796875,106.91184997558594,Sweden,,Retired,,Female,2,2015,Yes,1951.0
SE-824357-01,2017,,,Sweden,,Retired,,Female,2,2017,Yes,1951.0
SE-826145-01,2004,438.38979413896305,164.39617280211115,Sweden,15.0,Employed or self-employed (including working for family business),67.0,Male,4,2004,Yes,1953
SE-826870-01,2004,438.38979413896305,0.0,Sweden,7.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1945
SE-826870-01,2011,442.9776757123038,110.74441892807594,Sweden,,Retired,,Female,2,2011.0,Yes,1945.0
SE-826948-01,2004,328.7923456042223,219.19489706948153,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1945
SE-826948-01,2006,324.32081339187556,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1945.0
SE-826948-01,2011,276.86104732018987,11.074441892807595,Sweden,,Retired,,Female,1,2011.0,No,1945.0
SE-826948-01,2013,404.55413533544504,0.0,Sweden,,Retired,,Female,2,2013,Yes,1945.0
SE-826948-01,2015,320.73553466796875,10.691184997558594,Sweden,,Retired,,Female,2,2015,Yes,1945.0
SE-826948-01,2017,311.361572265625,0.0,Sweden,,Retired,,Female,2,2017,Yes,1945.0
SE-828082-01,2004,219.19489706948153,0.0,Sweden,9.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1948
SE-828082-01,2006,,,Sweden,,Employed or self-employed (including working for family business),,Male,1,2006.0,No,1948.0
SE-828082-01,2011,,55.37220946403797,Sweden,,Employed or self-employed (including working for family business),,Male,1,2011.0,No,1948.0
SE-828082-01,2013,346.76068743038144,57.79344790506357,Sweden,,Employed or self-employed (including working for family business),,Male,1,2013,No,1948.0
SE-828082-01,2015,374.19146728515625,53.45592498779297,Sweden,,Retired,,Male,1,2015,No,1948.0
SE-828082-01,2017,363.2551574707031,51.89359664916992,Sweden,,Retired,,Male,1,2017,No,1948.0
SE-828180-01,2004,438.38979413896305,32.879234560422226,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1940
SE-828180-01,2006,540.5346889864593,21.621387559458373,Sweden,,Retired,,Male,2,2006.0,Yes,1940.0
SE-828627-01,2004,547.9872426737038,109.59744853474076,Sweden,9.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1939
SE-828627-01,2006,540.5346889864593,0.0,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1939.0
SE-830314-01,2004,219.19489706948153,10.959744853474076,Sweden,7.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1942
SE-830314-01,2006,324.32081339187556,108.10693779729186,Sweden,,Retired,,Male,1,2007.0,No,1942.0
SE-830314-01,2013,346.76068743038144,92.46951664810172,Sweden,,Retired,,Male,1,2013,No,1942.0
SE-830314-01,2015,,,Sweden,,Retired,,Male,1,2015,No,1942.0
SE-830314-01,2017,518.9359741210938,103.78719329833984,Sweden,,Retired,,Male,2,2017,Yes,1942.0
SE-831018-01,2004,383.59106987159265,54.79872426737038,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,1,2004,No,1949
SE-833088-01,2004,273.9936213368519,219.19489706948153,Sweden,15.0,Employed or self-employed (including working for family business),Don't know,Female,2,2004,Yes,1949
SE-833088-01,2006,324.32081339187556,194.59248803512534,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1949.0
SE-833466-01,2004,295.91311104380003,32.879234560422226,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1949
SE-833466-01,2006,324.32081339187556,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1949.0
SE-833466-01,2011,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1949.0
SE-833466-01,2013,520.1410311455721,57.79344790506357,Sweden,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1949.0
SE-833576-01,2004,547.9872426737038,197.27540736253337,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1946
SE-833576-01,2006,540.5346889864593,32.43208133918756,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1946.0
SE-833576-01,2011,,66.44665135684556,Sweden,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1946.0
SE-833576-01,2013,693.5213748607629,115.58689581012715,Sweden,,Retired,,Male,2,2013,Yes,1946.0
SE-833576-01,2015,427.64739990234375,106.91184997558594,Sweden,,Retired,,Male,2,2015,Yes,1946.0
SE-833576-01,2017,830.2975463867188,103.78719329833984,Sweden,,Retired,,Male,2,2017,Yes,1946.0
SE-834038-02,2004,383.59106987159265,21.919489706948152,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1949
SE-834038-02,2006,,,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1949.0
SE-835250-01,2004,328.7923456042223,65.75846912084445,Sweden,7.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1946
SE-835250-01,2006,378.37428229052153,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1946.0
SE-835250-01,2011,276.86104732018987,55.37220946403797,Sweden,,Retired,,Female,1,2011.0,No,1946.0
SE-835250-01,2013,288.9672395253179,57.79344790506357,Sweden,,Retired,,Female,1,2013,No,1946.0
SE-835250-01,2015,267.2796325683594,26.727962493896484,Sweden,,Retired,,Female,2,2015,Yes,1946.0
SE-835250-01,2017,259.4679870605469,0.0,Sweden,,Retired,,Female,2,2017,Yes,1946.0
SE-836052-01,2004,547.9872426737038,54.79872426737038,Sweden,12.0,Employed or self-employed (including working for family business),63.0,Female,2,2004,Yes,1946
SE-836052-01,2006,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1946.0
SE-836052-01,2011,,,Sweden,,Retired,,Female,2,2011.0,Yes,1946.0
SE-836052-01,2013,,,Sweden,,Retired,,Female,2,2013,Yes,1946.0
SE-836052-01,2015,,,Sweden,,,,Female,2,2015,Yes,1946.0
SE-836052-01,2017,,,Sweden,,Retired,,Female,2,2017,Yes,1946.0
SE-839915-01,2004,657.5846912084446,438.38979413896305,Sweden,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1947
SE-839915-01,2015,534.5592651367188,213.82369995117188,Sweden,,Retired,,Female,2,2015,Yes,1947.0
SE-840319-01,2004,219.19489706948153,175.35591765558522,Sweden,7.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1943
SE-840319-01,2015,427.64739990234375,32.07355499267578,Sweden,,Retired,,Male,2,2015,Yes,1943.0
SE-840982-01,2004,438.38979413896305,219.19489706948153,Sweden,12.0,Employed or self-employed (including working for family business),62.0,Male,2,2004,Yes,1950
SE-840982-01,2006,270.26734449322964,216.21387559458373,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1950.0
SE-840982-01,2011,221.4888378561519,276.86104732018987,Sweden,,Employed or self-employed (including working for family business),,Male,2,2011.0,Yes,1950.0
SE-840982-01,2013,404.55413533544504,115.58689581012715,Sweden,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1950.0
SE-840982-01,2015,374.19146728515625,64.14710998535156,Sweden,,Retired,,Male,2,2015,Yes,1950.0
SE-840982-01,2017,415.1487731933594,77.84039306640625,Sweden,,Retired,,Male,2,2017,Yes,1950.0
SE-848207-01,2004,164.39617280211115,153.43642794863706,Sweden,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1954
SE-848207-01,2011,332.2332567842278,110.74441892807594,Sweden,,Unemployed,,Male,1,2011.0,No,1954.0
SE-848207-01,2013,346.76068743038144,173.38034371519072,Sweden,,Employed or self-employed (including working for family business),,Male,1,2013,No,1954.0
SE-848207-01,2015,267.2796325683594,106.91184997558594,Sweden,,Employed or self-employed (including working for family business),,Male,1,2015,No,1954.0
SE-848207-01,2017,259.4679870605469,155.6807861328125,Sweden,,Employed or self-employed (including working for family business),,Male,1,2017,No,1954.0
SE-851157-02,2004,328.7923456042223,43.838979413896304,Sweden,9.0,Employed or self-employed (including working for family business),65.0,Female,3,2004,Yes,1954
SE-851157-02,2006,324.32081339187556,54.05346889864593,Sweden,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1954.0
SE-851157-02,2015,320.73553466796875,21.382369995117188,Sweden,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1954.0
SE-851157-02,2017,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2017,Yes,1954.0
SE-851877-01,2004,438.38979413896305,219.19489706948153,Sweden,13.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1948
SE-851877-01,2006,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1948.0
SE-851877-01,2011,553.7220946403797,132.89330271369113,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1948.0
SE-851877-01,2013,,,Sweden,,Retired,,Female,2,2013,Yes,1948.0
SE-851877-01,2015,427.64739990234375,160.36776733398438,Sweden,,Retired,,Female,2,2015,Yes,1948.0
SE-851877-01,2017,518.9359741210938,103.78719329833984,Sweden,,Retired,,Female,2,2017,Yes,1948.0
SE-851982-01,2004,328.7923456042223,164.39617280211115,Sweden,12.0,Employed or self-employed (including working for family business),60.0,Male,1,2004,No,1953
SE-851982-01,2011,332.2332567842278,110.74441892807594,Sweden,,Employed or self-employed (including working for family business),,Male,1,2011.0,No,1953.0
SE-851982-01,2013,346.76068743038144,115.58689581012715,Sweden,,Employed or self-employed (including working for family business),,Male,1,2013,No,1953.0
SE-851982-01,2015,320.73553466796875,106.91184997558594,Sweden,,Employed or self-employed (including working for family business),,Male,1,2015,No,1953.0
SE-852970-01,2004,219.19489706948153,21.919489706948152,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1948
SE-852970-01,2006,,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1948.0
SE-852970-01,2013,,,Sweden,,Retired,,Female,2,2013,Yes,1948.0
SE-853960-01,2004,493.1885184063334,32.879234560422226,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Female,4,2004,Yes,1953
SE-853960-01,2006,162.16040669593778,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,3,2006.0,No,1953.0
SE-853960-01,2011,276.86104732018987,22.14888378561519,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,No,1953.0
SE-853960-01,2013,202.27706766772252,23.11737916202543,Sweden,,Permanently sick or disabled,,Female,2,2013,No,1953.0
SE-853960-01,2015,213.82369995117188,0.0,Sweden,,Permanently sick or disabled,,Female,2,2015,No,1953.0
SE-853960-01,2017,176.43821716308594,0.0,Sweden,,Permanently sick or disabled,,Female,1,2017,No,1953.0
SE-855160-01,2004,164.39617280211115,43.838979413896304,Sweden,13.0,Employed or self-employed (including working for family business),Don't know,Female,1,2004,No,1950
SE-855478-01,2004,219.19489706948153,438.38979413896305,Sweden,7.0,Employed or self-employed (including working for family business),63.0,Female,3,2004,Yes,1946
SE-855478-01,2006,324.32081339187556,216.21387559458373,Sweden,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1946.0
SE-857027-01,2004,438.38979413896305,0.0,Sweden,13.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1946
SE-857027-01,2006,432.42775118916745,540.5346889864593,Sweden,,Employed or self-employed (including working for family business),,Male,2,2006.0,No,1946.0
SE-857027-01,2013,346.76068743038144,57.79344790506357,Sweden,,Retired,,Male,1,2013,No,1946.0
SE-857027-01,2015,427.64739990234375,106.91184997558594,Sweden,,Retired,,Male,1,2015,No,1946.0
SE-857503-01,2004,383.59106987159265,32.879234560422226,Sweden,12.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1941
SE-857503-01,2006,,,Sweden,,Retired,,Female,2,2006.0,Yes,1941.0
SE-857503-01,2011,442.9776757123038,110.74441892807594,Sweden,,Retired,,Female,2,2011.0,Yes,1941.0
SE-857503-01,2013,462.3475832405086,11.558689581012715,Sweden,,Retired,,Female,2,2013,Yes,1941.0
SE-857503-01,2015,427.64739990234375,106.91184997558594,Sweden,,Retired,,Female,2,2015,Yes,1941.0
SE-857503-01,2017,467.0423583984375,41.51487731933594,Sweden,,Retired,,Female,2,2017,Yes,1941.0
SE-858161-01,2004,219.19489706948153,43.838979413896304,Sweden,12.0,Employed or self-employed (including working for family business),Don't know,Male,3,2004,Yes,1948
SE-859529-01,2004,383.59106987159265,54.79872426737038,Sweden,12.0,Employed or self-employed (including working for family business),Don't know,Female,2,2004,Yes,1943
SE-859529-01,2006,378.37428229052153,54.05346889864593,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1943.0
SE-860046-01,2004,547.9872426737038,131.5169382416889,Sweden,12.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1947
SE-860759-01,2004,438.38979413896305,54.79872426737038,Sweden,11.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1951
SE-860759-01,2006,486.48122008781337,54.05346889864593,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1951.0
SE-861210-01,2004,109.59744853474076,32.879234560422226,Sweden,11.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1947
SE-861210-01,2006,356.7528947310631,21.621387559458373,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1947.0
SE-861210-01,2011,276.86104732018987,221.4888378561519,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1947.0
SE-861210-01,2013,231.1737916202543,57.79344790506357,Sweden,,Retired,,Female,2,2013,Yes,1947.0
SE-861210-01,2015,,21.382369995117188,Sweden,,Retired,,Female,2,2015,Yes,1947.0
SE-861210-01,2017,311.361572265625,41.51487731933594,Sweden,,Retired,,Female,2,2017,Yes,1947.0
SE-862475-01,2004,328.7923456042223,109.59744853474076,Sweden,12.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1950
SE-862475-01,2006,540.5346889864593,108.10693779729186,Sweden,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1950.0
SE-862475-01,2013,462.3475832405086,231.1737916202543,Sweden,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1950.0
SE-863982-01,2004,273.9936213368519,82.19808640105558,Sweden,11.0,Employed or self-employed (including working for family business),62.0,Male,2,2004,Yes,1946
SE-863982-01,2006,432.42775118916745,10.810693779729187,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1946.0
SE-866224-01,2004,164.39617280211115,273.9936213368519,Sweden,7.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1946
SE-866224-01,2013,288.9672395253179,57.79344790506357,Sweden,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1946.0
SE-866224-01,2015,,,Sweden,,Employed or self-employed (including working for family business),,Male,2,2015,Yes,1946.0
SE-866224-01,2017,363.2551574707031,311.361572265625,Sweden,,Employed or self-employed (including working for family business),,Male,2,2017,Yes,1946.0
SE-867536-01,2004,219.19489706948153,547.9872426737038,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1942
SE-867536-01,2015,,,Sweden,,Retired,,Male,2,2015,Yes,1942.0
SE-869730-01,2004,383.59106987159265,0.0,Sweden,9.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1950
SE-869730-01,2006,324.32081339187556,,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1950.0
SE-869730-01,2011,332.2332567842278,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1950.0
SE-869730-01,2013,520.1410311455721,115.58689581012715,Sweden,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1950.0
SE-869730-01,2015,374.19146728515625,0.0,Sweden,,Retired,,Female,2,2015,Yes,1950.0
SE-869730-01,2017,311.361572265625,10.378719329833984,Sweden,,Retired,,Female,2,2017,Yes,1950.0
SE-874069-01,2004,219.19489706948153,76.71821397431853,Sweden,12.0,Employed or self-employed (including working for family business),60.0,Male,1,2004,No,1954
SE-874069-01,2006,162.16040669593778,162.16040669593778,Sweden,,Employed or self-employed (including working for family business),,Male,1,2006.0,No,1954.0
SE-874069-01,2011,221.4888378561519,110.74441892807594,Sweden,,Employed or self-employed (including working for family business),,Male,1,2011.0,No,1954.0
SE-874069-01,2013,173.38034371519072,115.58689581012715,Sweden,,Employed or self-employed (including working for family business),,Male,1,2013,No,1954.0
SE-874069-01,2015,128.29421997070312,128.29421997070312,Sweden,,Employed or self-employed (including working for family business),,Male,1,2015,No,1954.0
SE-874069-01,2017,207.5743865966797,155.6807861328125,Sweden,,Retired,,Male,1,2017,No,1954.0
SE-874577-02,2004,438.38979413896305,263.0338764833778,Sweden,12.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1950
SE-874577-02,2006,,,Sweden,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1950.0
SE-874577-02,2011,442.9776757123038,0.0,Sweden,,Retired,,Male,2,2011.0,Yes,1950.0
SE-874577-02,2015,,,Sweden,,Retired,,Male,2,2015,Yes,1950.0
SE-876155-01,2004,328.7923456042223,0.0,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Male,4,2004,Yes,1948
SE-876155-01,2006,378.37428229052153,21.621387559458373,Sweden,,Unemployed,,Male,4,2007.0,Yes,1948.0
SE-876155-01,2011,332.2332567842278,110.74441892807594,Sweden,,Employed or self-employed (including working for family business),,Male,3,2011.0,Yes,1948.0
SE-876155-01,2013,346.76068743038144,57.79344790506357,Sweden,,Employed or self-employed (including working for family business),,Male,1,2013,No,1948.0
SE-876155-01,2015,106.91184997558594,106.91184997558594,Sweden,,Retired,,Male,1,2015,No,1948.0
SE-876155-01,2017,124.54463195800781,83.02975463867188,Sweden,,Retired,,Male,1,2017,No,1948.0
SE-876805-01,2004,109.59744853474076,273.9936213368519,Sweden,9.0,Employed or self-employed (including working for family business),65.0,Male,1,2004,No,1948
SE-876805-01,2013,231.1737916202543,57.79344790506357,Sweden,,Retired,,Male,1,2013,No,1948.0
SE-877064-01,2004,438.38979413896305,0.0,Sweden,7.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1946
SE-877064-01,2006,432.42775118916745,0.0,Sweden,,Employed or self-employed (including working for family business),,Female,2,2007.0,Yes,1946.0
SE-877064-01,2013,288.9672395253179,23.11737916202543,Sweden,,Retired,,Female,2,2013,Yes,1946.0
SE-877064-01,2015,,,Sweden,,Retired,,Female,2,2015,Yes,1946.0
SE-877064-01,2017,269.8467102050781,5.189359664916992,Sweden,,Retired,,Female,2,2017,Yes,1946.0
SE-878837-01,2004,164.39617280211115,21.919489706948152,Sweden,11.0,Employed or self-employed (including working for family business),67.0,Male,2,2004,No,1949
SE-878837-01,2011,221.4888378561519,110.74441892807594,Sweden,,Employed or self-employed (including working for family business),,Male,1,2011.0,No,1949.0
SE-878930-01,2004,273.9936213368519,76.71821397431853,Sweden,15.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1943
SE-878930-01,2006,,108.10693779729186,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1943.0
SE-878930-01,2011,,55.37220946403797,Sweden,,Retired,,Male,2,2011.0,Yes,1943.0
SE-878930-01,2013,231.1737916202543,23.11737916202543,Sweden,,Retired,,Male,2,2013,Yes,1943.0
SE-878930-01,2015,320.73553466796875,106.91184997558594,Sweden,,Retired,,Male,2,2015,Yes,1943.0
SE-878930-01,2017,3113.61572265625,622.72314453125,Sweden,,Retired,,Male,2,2017,Yes,1943.0
SE-879387-01,2004,219.19489706948153,54.79872426737038,Sweden,9.0,Employed or self-employed (including working for family business),65.0,Male,2,2004,Yes,1953
SE-879387-01,2006,432.42775118916745,0.0,Sweden,,Employed or self-employed (including working for family business),,Male,2,2007.0,Yes,1953.0
SE-879387-01,2013,,,Sweden,,Employed or self-employed (including working for family business),,Male,2,2013,Yes,1953.0
SE-879387-01,2015,320.73553466796875,0.0,Sweden,,Retired,,Male,2,2015,Yes,1953.0
SE-879429-01,2004,219.19489706948153,21.919489706948152,Sweden,12.0,Employed or self-employed (including working for family business),63.0,Male,1,2004,No,1946
SE-879429-01,2006,,32.43208133918756,Sweden,,Employed or self-employed (including working for family business),,Male,1,2006.0,No,1946.0
SE-879429-01,2013,,231.1737916202543,Sweden,,Retired,,Male,2,2013,Yes,1946.0
SE-879429-01,2015,427.64739990234375,106.91184997558594,Sweden,,Retired,,Male,2,2015,Yes,1946.0
SE-879429-01,2017,1037.8719482421875,124.54463195800781,Sweden,,Retired,,Male,2,2017,Yes,1946.0
SE-881269-01,2004,383.59106987159265,54.79872426737038,Sweden,8.0,Employed or self-employed (including working for family business),63.0,Male,2,2004,Yes,1944
SE-881269-01,2006,,,Sweden,,Employed or self-employed (including working for family business),,Male,2,2006.0,Yes,1944.0
SE-881269-01,2011,310.08437299861265,11.074441892807595,Sweden,,Retired,,Male,2,2011.0,Yes,1944.0
SE-881269-01,2013,231.1737916202543,23.11737916202543,Sweden,,Retired,,Male,2,2013,Yes,1944.0
SE-882575-01,2004,383.59106987159265,76.71821397431853,Sweden,8.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1945
SE-882575-01,2006,324.32081339187556,75.6748564581043,Sweden,,Employed or self-employed (including working for family business),,Female,2,2006.0,Yes,1945.0
SE-882575-01,2011,387.6054662482658,55.37220946403797,Sweden,,Retired,,Female,2,2011.0,Yes,1945.0
SE-882575-01,2013,462.3475832405086,57.79344790506357,Sweden,,Retired,,Female,2,2013,Yes,1945.0
SE-882575-01,2015,427.64739990234375,53.45592498779297,Sweden,,Retired,,Female,2,2015,Yes,1945.0
SE-882575-01,2017,415.1487731933594,51.89359664916992,Sweden,,Retired,,Female,2,2017,Yes,1945.0
SE-883235-01,2004,438.38979413896305,65.75846912084445,Sweden,10.0,Employed or self-employed (including working for family business),65.0,Female,2,2004,Yes,1951
SE-883235-01,2006,378.37428229052153,54.05346889864593,Sweden,,Employed or self-employed (including working for family business),,Female,3,2007.0,Yes,1951.0
SE-883235-01,2011,332.2332567842278,55.37220946403797,Sweden,,Employed or self-employed (including working for family business),,Female,2,2011.0,Yes,1951.0
SE-883235-01,2013,404.55413533544504,104.02820622911443,Sweden,,Employed or self-employed (including working for family business),,Female,2,2013,Yes,1951.0
SE-883235-01,2015,427.64739990234375,64.14710998535156,Sweden,,Employed or self-employed (including working for family business),,Female,2,2015,Yes,1951.0
SE-883235-01,2017,311.361572265625,36.32551574707031,Sweden,,Retired,,Female,3,2017,Yes,1951.0
SE-883290-01,2004,328.7923456042223,109.59744853474076,Sweden,15.0,Employed or self-employed (including working for family business),67.0,Male,2,2004,Yes,1947
